id_linha,id_pedido,data_venda,cliente_id,produto,categoria,quantidade,preco_unitario,desconto_percentual,forma_pagamento,cidade,regiao,status_pedido
LIN-000716,PED-00384,2024-01-21,CLI-0333,Agenda Semanal,Papelaria,3,13.29,0,Dinheiro,Viseu,Centro,Concluído
LIN-000717,PED-00384,2024-01-21,CLI-0333,Bolsa para Portátil,Acessórios,1,27.90,0,Dinheiro,Viseu,Centro,Concluído
LIN-000718,PED-00385,2025-07-03,CLI-0021,Carregador USB-C,Eletrónica,1,29.90,0,Cartão de débito,Coimbra,Centro,Concluído
LIN-000719,PED-00386,2024-09-15,CLI-0257,Auriculares Bluetooth,Eletrónica,4,39.90,0,Cartão de crédito,Coimbra,Centro,Concluído
LIN-000720,PED-00387,2024-10-13,CLI-0202,Extensão Elétrica,Casa e Escritório,2,18.90,15,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000721,PED-00387,2024-10-13,CLI-0202,Coluna Bluetooth,Eletrónica,3,69.90,0,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000722,PED-00387,2024-10-13,CLI-0202,Suporte para Portátil,Acessórios,1,34.90,0,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000723,PED-00387,2024-10-13,CLI-0202,Almofada Ergonómica,Casa e Escritório,2,32.90,10,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000724,PED-00388,2024-09-20,CLI-0362,Webcam Full HD,Eletrónica,1,56.55,0,Transferência,Lagos,Algarve,Concluído
LIN-000725,PED-00388,2024-09-20,CLI-0362,Almofada Ergonómica,Casa e Escritório,2,32.90,0,Transferência,Lagos,Algarve,Concluído
LIN-000726,PED-00388,2024-09-20,CLI-0362,Carregador USB-C,Eletrónica,3,29.00,5,Transferência,Lagos,Algarve,Concluído
LIN-000727,PED-00389,2025-11-02,CLI-0212,Caderno A5,Papelaria,1,6.50,0,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000728,PED-00389,2025-11-02,CLI-0212,Webcam Full HD,Eletrónica,5,56.55,0,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000729,PED-00389,2025-11-02,CLI-0212,Hub USB-C,Eletrónica,2,44.90,10,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000730,PED-00390,2024-07-17,CLI-0014,Extensão Elétrica,Casa e Escritório,2,18.90,0,MB WAY,Viseu,Centro,Concluído
LIN-000731,PED-00390,2024-07-17,CLI-0014,Bolsa para Portátil,Acessórios,1,27.90,0,MB WAY,Viseu,Centro,Concluído
LIN-000732,PED-00391,2024-06-15,CLI-0017,Coluna Bluetooth,Eletrónica,1,69.90,10,Dinheiro,Leiria,Centro,Cancelado
LIN-000733,PED-00391,2024-06-15,CLI-0017,Hub USB-C,Eletrónica,1,44.90,10,Dinheiro,Leiria,Centro,Cancelado
LIN-000734,PED-00391,2024-06-15,CLI-0017,Almofada Ergonómica,Casa e Escritório,3,32.90,0,Dinheiro,Leiria,Centro,Cancelado
LIN-000735,PED-00391,2024-06-15,CLI-0017,Rato Sem Fios,Eletrónica,1,24.90,5,Dinheiro,Leiria,Centro,Cancelado
LIN-000736,PED-00392,2024-11-15,CLI-0381,Teclado Mecânico,Eletrónica,1,79.90,15,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000737,PED-00392,2024-11-15,CLI-0381,Organizador de Mesa,Casa e Escritório,1,14.90,5,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000738,PED-00393,2024-11-16,CLI-0377,Hub USB-C,Eletrónica,3,44.90,5,Cartão de débito,Porto,Norte,Concluído
LIN-000739,PED-00393,2024-11-16,CLI-0377,Pack Canetas Gel,Papelaria,1,5.05,15,Cartão de débito,Porto,Norte,Concluído
LIN-000740,PED-00393,2024-11-16,CLI-0377,Garrafa Térmica,Acessórios,2,21.90,5,Cartão de débito,Porto,Norte,Concluído
LIN-000741,PED-00393,2024-11-16,CLI-0377,Mochila Executiva,Acessórios,2,48.40,10,Cartão de débito,Porto,Norte,Concluído
LIN-000742,PED-00394,2024-04-13,CLI-0399,Agenda Semanal,Papelaria,1,12.90,0,Transferência,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000743,PED-00395,2025-11-10,CLI-0104,Carregador USB-C,Eletrónica,1,29.90,10,Cartão de crédito,Albufeira,Algarve,Concluído
LIN-000744,PED-00395,2025-11-10,CLI-0104,"Monitor 24""",Eletrónica,1,179.90,10,Cartão de crédito,Albufeira,Algarve,Concluído
LIN-000745,PED-00396,2025-12-20,CLI-0314,Agenda Semanal,Papelaria,3,12.90,0,Cartão de débito,Funchal,Ilhas,Concluído
LIN-000746,PED-00396,2025-12-20,CLI-0314,Almofada Ergonómica,Casa e Escritório,1,31.91,5,Cartão de débito,Funchal,Ilhas,Concluído
LIN-000747,PED-00397,2024-09-20,CLI-0394,Hub USB-C,Eletrónica,1,44.90,10,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000748,PED-00397,2024-09-20,CLI-0394,Auriculares Bluetooth,Eletrónica,2,38.70,5,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000749,PED-00397,2024-09-20,CLI-0394,Caderno A5,Papelaria,1,6.50,0,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000750,PED-00398,2024-12-28,CLI-0210,Caderno A5,Papelaria,1,6.50,0,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000751,PED-00398,2024-12-28,CLI-0210,Candeeiro de Mesa,Casa e Escritório,1,27.90,15,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000752,PED-00398,2024-12-28,CLI-0210,Hub USB-C,Eletrónica,2,46.25,0,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000753,PED-00399,2025-11-23,CLI-0026,Extensão Elétrica,Casa e Escritório,2,19.47,0,Dinheiro,Braga,Norte,Concluído
LIN-000754,PED-00400,2024-12-18,CLI-0297,Mochila Executiva,Acessórios,3,49.90,15,Cartão de crédito,Viseu,Centro,Concluído
LIN-000755,PED-00401,2024-03-05,CLI-0242,Organizador de Mesa,Casa e Escritório,2,15.35,0,MB WAY,Braga,Norte,Concluído
LIN-000756,PED-00401,2024-03-05,CLI-0242,Hub USB-C,Eletrónica,2,46.25,15,MB WAY,Braga,Norte,Concluído
LIN-000757,PED-00402,2025-01-03,CLI-0353,Agenda Semanal,Papelaria,1,13.29,15,MB WAY,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000758,PED-00403,2024-10-22,CLI-0067,Carregador USB-C,Eletrónica,2,29.90,0,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000759,PED-00403,2024-10-22,CLI-0067,Coluna Bluetooth,Eletrónica,1,67.80,5,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000760,PED-00404,2024-06-27,CLI-0316,Hub USB-C,Eletrónica,2,44.90,0,Cartão de débito,Ponta Delgada,Ilhas,Concluído
LIN-000761,PED-00404,2024-06-27,CLI-0316,Auriculares Bluetooth,Eletrónica,1,39.90,0,Cartão de débito,Ponta Delgada,Ilhas,Concluído
LIN-000762,PED-00405,2024-09-30,CLI-0004,Auriculares Bluetooth,Eletrónica,1,39.90,10,Cartão de crédito,Braga,Norte,Concluído
LIN-000763,PED-00405,2024-09-30,CLI-0004,Carregador USB-C,Eletrónica,1,29.90,5,Cartão de crédito,Braga,Norte,Concluído
LIN-000764,PED-00406,2025-05-15,CLI-0247,Garrafa Térmica,Acessórios,3,21.90,0,Cartão de débito,Braga,Norte,Concluído
LIN-000765,PED-00406,2025-05-15,CLI-0247,Suporte para Portátil,Acessórios,2,35.95,0,Cartão de débito,Braga,Norte,Concluído
LIN-000766,PED-00406,2025-05-15,CLI-0247,Teclado Mecânico,Eletrónica,1,79.90,5,Cartão de débito,Braga,Norte,Concluído
LIN-000767,PED-00407,2025-11-06,CLI-0182,Mochila Executiva,Acessórios,2,49.90,5,Cartão de crédito,Porto,Norte,Concluído
LIN-000768,PED-00408,2024-11-13,CLI-0305,Teclado Mecânico,Eletrónica,1,79.90,5,MB WAY,Braga,Norte,Concluído
LIN-000769,PED-00408,2024-11-13,CLI-0305,Caderno A5,Papelaria,3,6.50,0,MB WAY,Braga,Norte,Concluído
LIN-000770,PED-00408,2024-11-13,CLI-0305,Suporte para Portátil,Acessórios,1,33.85,5,MB WAY,Braga,Norte,Concluído
LIN-000771,PED-00409,2024-02-08,CLI-0104,Organizador de Mesa,Casa e Escritório,1,14.90,5,Cartão de débito,Lagos,Algarve,Concluído
LIN-000772,PED-00409,2024-02-08,CLI-0104,Webcam Full HD,Eletrónica,2,54.90,0,Cartão de débito,Lagos,Algarve,Concluído
LIN-000773,PED-00410,2025-10-28,CLI-0265,Organizador de Mesa,Casa e Escritório,1,14.45,5,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000774,PED-00410,2025-10-28,CLI-0265,"Monitor 24""",Eletrónica,2,174.50,0,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000775,PED-00411,2025-11-07,CLI-0053,Pack Canetas Gel,Papelaria,1,4.90,0,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000776,PED-00411,2025-11-07,CLI-0053,Hub USB-C,Eletrónica,2,44.90,10,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000777,PED-00412,2024-08-22,CLI-0081,Hub USB-C,Eletrónica,1,44.90,0,Cartão de crédito,Coimbra,Centro,Concluído
LIN-000778,PED-00412,2024-08-22,CLI-0081,Candeeiro de Mesa,Casa e Escritório,4,27.90,0,Cartão de crédito,Coimbra,Centro,Concluído
LIN-000779,PED-00413,2024-05-29,CLI-0160,Bolsa para Portátil,Acessórios,3,27.06,0,Cartão de crédito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-000780,PED-00414,2024-02-24,CLI-0219,Garrafa Térmica,Acessórios,1,21.90,5,MB WAY,Viseu,Centro,Concluído
LIN-000781,PED-00414,2024-02-24,CLI-0219,Marcadores Coloridos,Papelaria,2,9.17,0,MB WAY,Viseu,Centro,Concluído
LIN-000782,PED-00415,2025-11-24,CLI-0392,Garrafa Térmica,Acessórios,1,21.90,5,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000783,PED-00415,2025-11-24,CLI-0392,"Monitor 24""",Eletrónica,4,179.90,15,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000784,PED-00415,2025-11-24,CLI-0392,Extensão Elétrica,Casa e Escritório,2,18.90,5,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000785,PED-00416,2025-06-23,CLI-0341,Rato Sem Fios,Eletrónica,-1,24.90,0,Transferência,Aveiro,Centro,Concluído
LIN-000786,PED-00416,2025-06-23,CLI-0341,Bolsa para Portátil,Acessórios,1,27.90,5,Transferência,Aveiro,Centro,Concluído
LIN-000787,PED-00417,2024-04-25,CLI-0053,Rato Sem Fios,Eletrónica,2,24.90,0,MB WAY,Leiria,Centro,Concluído
LIN-000788,PED-00417,2024-04-25,CLI-0053,Pack Canetas Gel,Papelaria,1,4.90,0,MB WAY,Leiria,Centro,Concluído
LIN-000789,PED-00418,2025-12-19,CLI-0197,Suporte para Portátil,Acessórios,2,34.90,5,Cartão de crédito,Porto,Norte,Concluído
LIN-000790,PED-00419,2024-07-21,CLI-0340,"Monitor 24""",Eletrónica,1,174.50,10,MB WAY,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000791,PED-00419,2024-07-21,CLI-0340,Almofada Ergonómica,Casa e Escritório,1,32.90,0,MB WAY,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000792,PED-00419,2024-07-21,CLI-0340,Garrafa Térmica,Acessórios,1,22.56,5,MB WAY,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000793,PED-00420,2024-11-07,CLI-0254,Almofada Ergonómica,Casa e Escritório,3,31.91,10,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000794,PED-00421,2025-05-26,CLI-0232,Agenda Semanal,Papelaria,1,12.90,10,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000795,PED-00422,2025-12-02,CLI-0368,Organizador de Mesa,Casa e Escritório,1,14.90,15,Cartão de crédito,Ponta Delgada,Ilhas,Concluído
LIN-000796,PED-00423,2024-03-03,CLI-0282,"Monitor 24""",Eletrónica,1,185.30,0,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000797,PED-00423,2024-03-03,CLI-0282,Pack Canetas Gel,Papelaria,1,4.90,0,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000798,PED-00423,2024-03-03,CLI-0282,Auriculares Bluetooth,Eletrónica,1,39.90,5,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000799,PED-00423,2024-03-03,CLI-0282,Coluna Bluetooth,Eletrónica,1,69.90,0,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000800,PED-00424,2025-10-09,CLI-0185,Webcam Full HD,Eletrónica,1,53.25,0,Cartão de crédito,Faro,Algarve,Devolvido
LIN-000801,PED-00424,2025-10-09,CLI-0185,Auriculares Bluetooth,Eletrónica,3,39.90,15,Cartão de crédito,Faro,Algarve,Devolvido
LIN-000802,PED-00425,2024-05-02,CLI-0071,Extensão Elétrica,Casa e Escritório,1,18.90,0,Cartão de débito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000803,PED-00425,2024-05-02,CLI-0071,Suporte para Portátil,Acessórios,1,34.90,0,Cartão de débito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000804,PED-00425,2024-05-02,CLI-0071,Carregador USB-C,Eletrónica,1,29.00,0,Cartão de débito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000805,PED-00426,2025-10-11,CLI-0122,Teclado Mecânico,Eletrónica,2,79.90,0,Cartão de crédito,Setúbal,Lisboa e Vale do Tejo,Cancelado
LIN-000806,PED-00426,2025-10-11,CLI-0122,Extensão Elétrica,Casa e Escritório,1,18.33,0,Cartão de crédito,Setúbal,Lisboa e Vale do Tejo,Cancelado
LIN-000807,PED-00427,2025-07-18,CLI-0385,Rato Sem Fios,Eletrónica,2,24.15,5,Cartão de débito,Beja,Alentejo,Concluído
LIN-000808,PED-00427,2025-07-18,CLI-0385,Coluna Bluetooth,Eletrónica,2,72.00,0,Cartão de débito,Beja,Alentejo,Concluído
LIN-000809,PED-00427,2025-07-18,CLI-0385,Bolsa para Portátil,Acessórios,1,27.90,0,Cartão de débito,Beja,Alentejo,Concluído
LIN-000810,PED-00428,2024-01-12,CLI-0233,Pack Canetas Gel,Papelaria,1,4.75,5,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000811,PED-00429,2025-04-10,CLI-0156,Carregador USB-C,Eletrónica,1,29.90,5,Cartão de débito,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000812,PED-00429,2025-04-10,CLI-0156,Almofada Ergonómica,Casa e Escritório,2,32.90,0,Cartão de débito,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000813,PED-00430,2024-04-25,CLI-0040,Caderno A5,Papelaria,1,6.30,5,Cartão de crédito,Faro,Algarve,Concluído
LIN-000814,PED-00431,2025-11-18,CLI-0379,Coluna Bluetooth,Eletrónica,1,72.00,15,Cartão de débito,Braga,Norte,Concluído
LIN-000815,PED-00432,2024-10-14,CLI-0044,Suporte para Portátil,Acessórios,2,34.90,0,MB WAY,Funchal,Ilhas,Concluído
LIN-000816,PED-00432,2024-10-14,CLI-0044,Mochila Executiva,Acessórios,2,49.90,0,MB WAY,Funchal,Ilhas,Concluído
LIN-000817,PED-00432,2024-10-14,CLI-0044,Coluna Bluetooth,Eletrónica,1,67.80,0,MB WAY,Funchal,Ilhas,Concluído
LIN-000818,PED-00433,2024-12-23,CLI-0244,Mochila Executiva,Acessórios,1,49.90,5,MB WAY,Aveiro,Centro,Concluído
LIN-000819,PED-00433,2024-12-23,CLI-0244,Extensão Elétrica,Casa e Escritório,1,18.90,15,MB WAY,Aveiro,Centro,Concluído
LIN-000820,PED-00434,2024-12-15,CLI-0348,Candeeiro de Mesa,Casa e Escritório,2,27.90,10,Cartão de débito,Aveiro,Centro,Cancelado
LIN-000821,PED-00435,2025-05-20,CLI-0140,Mochila Executiva,Acessórios,2,49.90,5,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000822,PED-00435,2025-05-20,CLI-0140,Garrafa Térmica,Acessórios,2,21.90,0,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000823,PED-00436,2025-06-07,CLI-0093,Suporte para Portátil,Acessórios,1,33.85,5,Cartão de crédito,Aveiro,Centro,Concluído
LIN-000824,PED-00437,2024-10-20,CLI-0372,Extensão Elétrica,Casa e Escritório,2,18.90,10,Cartão de crédito,Coimbra,Centro,Concluído
LIN-000825,PED-00438,2025-05-10,CLI-0363,Almofada Ergonómica,Casa e Escritório,3,32.90,10,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000826,PED-00439,2025-06-20,CLI-0130,Caderno A5,Papelaria,2,6.50,0,MB WAY,Coimbra,Centro,Concluído
LIN-000827,PED-00439,2025-06-20,CLI-0130,Suporte para Portátil,Acessórios,2,34.90,5,MB WAY,Coimbra,Centro,Concluído
LIN-000828,PED-00440,2024-11-09,CLI-0171,Rato Sem Fios,Eletrónica,1,24.90,10,Cartão de crédito,Ponta Delgada,Ilhas,Concluído
LIN-000829,PED-00441,2024-06-04,CLI-0252,"Monitor 24""",Eletrónica,2,174.50,0,Cartão de débito,Braga,Norte,Concluído
LIN-000830,PED-00441,2024-06-04,CLI-0252,Garrafa Térmica,Acessórios,1,21.90,5,Cartão de débito,Braga,Norte,Concluído
LIN-000831,PED-00442,2024-01-20,CLI-0255,Caderno A5,Papelaria,2,6.50,0,MB WAY,Braga,Norte,Cancelado
LIN-000832,PED-00442,2024-01-20,CLI-0255,Webcam Full HD,Eletrónica,1,54.90,0,MB WAY,Braga,Norte,Cancelado
LIN-000833,PED-00443,2024-11-21,CLI-0373,Bolsa para Portátil,Acessórios,1,28.74,15,MB WAY,Beja,Alentejo,Concluído
LIN-000834,PED-00444,2024-10-25,CLI-0350,Marcadores Coloridos,Papelaria,3,8.90,0,Cartão de crédito,Aveiro,Centro,Devolvido
LIN-000835,PED-00444,2024-10-25,CLI-0350,Candeeiro de Mesa,Casa e Escritório,1,27.90,5,Cartão de crédito,Aveiro,Centro,Devolvido
LIN-000836,PED-00445,2024-06-02,CLI-0021,"Monitor 24""",Eletrónica,2,179.90,0,MB WAY,Funchal,Ilhas,Concluído
LIN-000837,PED-00446,2025-11-04,CLI-0225,Almofada Ergonómica,Casa e Escritório,1,31.91,10,Cartão de crédito,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000838,PED-00446,2025-11-04,CLI-0225,Coluna Bluetooth,Eletrónica,2,69.90,5,Cartão de crédito,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000839,PED-00447,2025-10-03,CLI-0231,Teclado Mecânico,Eletrónica,1,79.90,5,Cartão de crédito,Funchal,Ilhas,Concluído
LIN-000840,PED-00448,2025-05-31,CLI-0235,Coluna Bluetooth,Eletrónica,1,69.90,0,Transferência,Portimão,Algarve,Concluído
LIN-000841,PED-00448,2025-05-31,CLI-0235,Rato Sem Fios,Eletrónica,1,25.65,0,Transferência,Portimão,Algarve,Concluído
LIN-000842,PED-00449,2025-06-25,CLI-0067,"Monitor 24""",Eletrónica,3,174.50,5,MB WAY,Porto,Norte,Concluído
LIN-000843,PED-00449,2025-06-25,CLI-0067,Garrafa Térmica,Acessórios,1,21.90,0,MB WAY,Porto,Norte,Concluído
LIN-000844,PED-00449,2025-06-25,CLI-0067,Carregador USB-C,Eletrónica,2,29.00,5,MB WAY,Porto,Norte,Concluído
LIN-000845,PED-00450,2024-12-03,CLI-0416,Almofada Ergonómica,Casa e Escritório,2,32.90,15,MB WAY,Faro,Algarve,Concluído
LIN-000846,PED-00451,2025-09-05,CLI-0392,Suporte para Portátil,Acessórios,1,34.90,0,Cartão de crédito,Porto,Norte,Concluído
LIN-000847,PED-00452,2024-12-10,CLI-0298,Carregador USB-C,Eletrónica,3,29.00,0,Cartão de crédito,Porto,Norte,Concluído
LIN-000848,PED-00452,2024-12-10,CLI-0298,Auriculares Bluetooth,Eletrónica,1,38.70,10,Cartão de crédito,Porto,Norte,Concluído
LIN-000849,PED-00453,2025-04-07,CLI-0146,Hub USB-C,Eletrónica,2,46.25,0,MB WAY,Leiria,Centro,Concluído
LIN-000850,PED-00453,2025-04-07,CLI-0146,Webcam Full HD,Eletrónica,1,54.90,5,MB WAY,Leiria,Centro,Concluído
LIN-000851,PED-00454,2024-02-09,CLI-0093,Pack Canetas Gel,Papelaria,1,4.90,0,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000852,PED-00454,2024-02-09,CLI-0093,Marcadores Coloridos,Papelaria,5,8.63,5,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000853,PED-00454,2024-02-09,CLI-0093,Suporte para Portátil,Acessórios,3,35.95,0,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000854,PED-00455,2024-12-23,CLI-0321,Bolsa para Portátil,Acessórios,1,27.06,0,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000855,PED-00455,2024-12-23,CLI-0321,Extensão Elétrica,Casa e Escritório,1,18.90,5,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000856,PED-00455,2024-12-23,CLI-0321,Carregador USB-C,Eletrónica,1,29.90,0,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000857,PED-00456,2025-07-25,CLI-0276,Coluna Bluetooth,Eletrónica,2,72.00,0,MB WAY,Guimarães,Norte,Concluído
LIN-000858,PED-00457,2024-11-30,CLI-0383,"Monitor 24""",Eletrónica,1,179.90,15,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-000859,PED-00458,2024-11-05,CLI-0113,Hub USB-C,Eletrónica,4,44.90,0,Cartão de débito,Porto,Norte,Concluído
LIN-000860,PED-00459,2024-11-04,CLI-0235,Webcam Full HD,Eletrónica,1,56.55,0,MB WAY,Setúbal,Lisboa e Vale do Tejo,Devolvido
LIN-000861,PED-00460,2024-05-02,CLI-0239,Extensão Elétrica,Casa e Escritório,2,19.47,10,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000862,PED-00460,2024-05-02,CLI-0239,Carregador USB-C,Eletrónica,1,30.80,0,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000863,PED-00460,,CLI-0239,Almofada Ergonómica,Casa e Escritório,5,33.89,0,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000864,PED-00461,2024-12-22,CLI-0008,Almofada Ergonómica,Casa e Escritório,1,33.89,15,MB WAY,Setúbal,,Concluído
LIN-000865,PED-00462,2025-11-20,CLI-0003,Organizador de Mesa,Casa e Escritório,1,14.90,5,Cartão de crédito,Leiria,Centro,Devolvido
LIN-000866,PED-00462,2025-11-20,CLI-0003,Teclado Mecânico,Eletrónica,3,77.50,5,Cartão de crédito,Leiria,Centro,Devolvido
LIN-000867,PED-00463,2024-07-25,CLI-0286,Marcadores Coloridos,Papelaria,1,8.63,0,MB WAY,Évora,Alentejo,Concluído
LIN-000868,PED-00464,2025-06-01,CLI-0083,Garrafa Térmica,Acessórios,1,21.90,10,Transferência,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-000869,PED-00465,2024-11-22,CLI-0405,Rato Sem Fios,Eletrónica,1,24.90,5,MB WAY,Albufeira,Algarve,Concluído
LIN-000870,PED-00466,2024-09-11,CLI-0386,Rato Sem Fios,Eletrónica,1,24.90,10,Dinheiro,Coimbra,Centro,Concluído
LIN-000871,PED-00466,2024-09-11,CLI-0386,Agenda Semanal,Papelaria,1,12.90,0,Dinheiro,Coimbra,Centro,Concluído
LIN-000872,PED-00466,2024-09-11,CLI-0386,Teclado Mecânico,Eletrónica,1,79.90,0,Dinheiro,Coimbra,Centro,Concluído
LIN-000873,PED-00467,2025-03-11,CLI-0035,Candeeiro de Mesa,Casa e Escritório,1,27.90,5,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000874,PED-00468,2025-08-04,CLI-0360,Caderno A5,Papelaria,1,6.50,0,MB WAY,Guimarães,Norte,Concluído
LIN-000875,PED-00469,2024-03-04,CLI-0177,Candeeiro de Mesa,Casa e Escritório,3,27.90,5,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000876,PED-00469,2024-03-04,CLI-0177,Extensão Elétrica,Casa e Escritório,3,18.33,0,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-000877,PED-00470,2025-11-04,CLI-0045,"Monitor 24""",Eletrónica,2,179.90,0,Transferência,Porto,Norte,Concluído
LIN-000878,PED-00470,2025-11-04,CLI-0045,Carregador USB-C,Eletrónica,1,29.00,0,Transferência,Porto,Norte,Concluído
LIN-000879,PED-00470,2025-11-04,CLI-0045,Caderno A5,Papelaria,4,6.70,15,Transferência,Porto,Norte,Concluído
LIN-000880,PED-00470,2025-11-04,CLI-0045,Extensão Elétrica,Casa e Escritório,1,18.90,5,Transferência,Porto,Norte,Concluído
LIN-000881,PED-00471,2025-05-15,CLI-0150,Organizador de Mesa,Casa e Escritório,2,14.90,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000882,PED-00471,2025-05-15,CLI-0150,Agenda Semanal,Papelaria,2,13.29,10,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000883,PED-00471,2025-05-15,CLI-0150,Suporte para Portátil,Acessórios,1,34.90,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000884,PED-00472,2025-11-11,CLI-0157,Teclado Mecânico,Eletrónica,1,79.90,10,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000885,PED-00472,2025-11-11,CLI-0157,Webcam Full HD,Eletrónica,1,56.55,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000886,PED-00472,2025-11-11,CLI-0157,Marcadores Coloridos,Papelaria,5,8.90,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000887,PED-00472,2025-11-11,CLI-0157,Pack Canetas Gel,Papelaria,1,4.90,5,Cartão de crédito,Guimarães,Norte,Concluído
LIN-000888,PED-00473,2024-12-11,CLI-0190,Marcadores Coloridos,Papelaria,1,8.90,5,Cartão de débito,Guimarães,Norte,Concluído
LIN-000889,PED-00474,2024-05-23,CLI-0155,Garrafa Térmica,Acessórios,1,22.56,15,Cartão de crédito,Braga,Norte,Cancelado
LIN-000890,PED-00474,2024-05-23,CLI-0155,Agenda Semanal,Papelaria,1,12.90,0,Cartão de crédito,Braga,Norte,Cancelado
LIN-000891,PED-00475,2024-09-06,CLI-0387,Garrafa Térmica,Acessórios,2,21.90,10,Cartão de débito,Ponta Delgada,Ilhas,Concluído
LIN-000892,PED-00475,2024-09-06,CLI-0387,Agenda Semanal,Papelaria,1,,0,Cartão de débito,Ponta Delgada,Ilhas,Concluído
LIN-000893,PED-00476,2024-01-27,CLI-0317,Hub USB-C,Eletrónica,2,44.90,5,Cartão de débito,Faro,Algarve,Concluído
LIN-000894,PED-00477,2025-08-16,CLI-0101,Rato Sem Fios,Eletrónica,1,24.90,0,Cartão de débito,Porto,Norte,Concluído
LIN-000895,PED-00477,2025-08-16,CLI-0101,Organizador de Mesa,Casa e Escritório,2,14.45,10,Cartão de débito,Porto,Norte,Concluído
